Feature_1,Feature_2,Label
0.7434573221630154,-0.3183053435860732,1
2.177711537289511,-0.12692640231253366,1
-0.21007180832373537,0.45266401925168154,1
0.8375970702115911,0.3352008274174503,0
1.1845575295504405,-0.5045740991775448,1
1.0130016411513099,-0.38844879265071275,1
0.36673847390834075,-0.2082647359001339,1
-0.5081060171450771,0.6955740140221776,0
0.8555411924731118,0.028282606791327644,0
0.24225336870620987,0.010831636668742576,1
1.3550270585936164,-0.2010289585169065,1
0.3953063986115255,0.8113555341815143,0
1.0219928017235296,-0.48291929983803444,1
0.7135232822758635,0.9726485168168512,0
0.07525718791984704,0.08263412935288436,1
1.062039454946905,-0.58786398126276,1
2.0235217546916706,0.3292947208637228,1
0.7227769101864294,-0.3289754434272271,1
-0.784174280609589,0.022178908188905715,0
0.2492293437385265,0.33720882907771454,1
-0.03888441532011825,1.0237054636979288,0
-0.8983801124137937,0.46311185470114447,0
1.5186545460286642,-0.4979074096128081,1
1.5061779335490122,-0.43911132143599946,1
-0.8509306843738702,0.8663144164926855,0
0.5706842859184331,0.7862927374823165,0
1.7948740625084192,0.07930157472100559,1
2.2305026747330605,0.4350445381185393,1
0.09330833517371276,0.1623128826939399,1
1.6391682555923155,-0.18325047800100597,1
1.140961697747025,0.47512565535113216,0
0.045522629698281664,0.27539596888476703,1
0.9247511750294928,0.5467057547139698,0
0.8080016782585835,0.23433731343555686,0
0.6852609669301869,-0.23081109887586307,1
-0.8566682389952821,0.5435145262369988,0
1.036793171451255,-0.09477774980152431,0
-0.17921623158416108,1.137032262171677,0
0.6219866310590203,1.0725248531075986,0
-0.16740326543682565,1.2760572850056504,0
-0.4898583726519816,0.7328969494255007,0
-0.0672302936645591,1.2803007674137192,0
1.9597532340814257,0.08943187021844351,1
0.10674370236293956,0.9378610753140436,0
-0.351931115718927,0.803582155552798,0
0.47156311162755743,1.1692369979305022,0
1.1797043494253434,-0.5498560741552682,1
1.1035143580150948,-0.14330269933403067,1
-0.635090759688193,0.854660384933518,0
1.106252095731094,-0.4814889376924058,1
0.2905432291953297,-0.07227733803998201,1
-1.279054732728132,0.29730851868829045,0
1.208715021869219,-0.13693120478356785,1
0.09248521496331609,1.010590293266905,0
2.0650100892620182,0.4415687843813758,1
1.8306013684180888,0.10269140900992726,1
-0.3240576204301875,0.8198867827425986,0
-0.4539989149056973,0.8793727717526145,0
